id,source,timestamp,outputKWh,status
FG-WI-04181621,Wind,2026-04-18 16:21,1098.33,Operational
FG-WI-04181624,Wind,2026-04-18 16:24,1127.61,Operational
FG-WI-04181627,Wind,2026-04-18 16:27,1157.62,Operational
FG-WI-04181630,Wind,2026-04-18 16:30,1108.35,Operational
FG-WI-04181633,Wind,2026-04-18 16:33,1140.14,Operational
FG-WI-04181636,Wind,2026-04-18 16:36,1158.0,Operational
FG-WI-04181639,Wind,2026-04-18 16:39,1167.98,Operational
FG-WI-04181642,Wind,2026-04-18 16:42,1199.98,Operational
FG-WI-04181645,Wind,2026-04-18 16:45,1241.98,Operational
FG-WI-04181648,Wind,2026-04-18 16:48,1241.67,Operational
FG-WI-04181651,Wind,2026-04-18 16:51,1243.67,Operational
FG-WI-04181654,Wind,2026-04-18 16:54,1246.0,Operational
FG-WI-04181657,Wind,2026-04-18 16:57,1273.82,Operational
FG-WI-04181700,Wind,2026-04-18 17:00,1306.31,Operational
FG-WI-04181703,Wind,2026-04-18 17:03,1388.46,Operational
FG-WI-04181706,Wind,2026-04-18 17:06,1406.34,Operational
FG-WI-04181709,Wind,2026-04-18 17:09,1407.14,Operational
FG-WI-04181712,Wind,2026-04-18 17:12,1427.65,Operational
FG-WI-04181715,Wind,2026-04-18 17:15,1433.51,Operational
FG-WI-04181718,Wind,2026-04-18 17:18,1464.46,Operational
FG-WI-04181721,Wind,2026-04-18 17:21,1489.66,Operational
FG-WI-04181724,Wind,2026-04-18 17:24,1521.63,Operational
FG-WI-04181727,Wind,2026-04-18 17:27,1552.49,Operational
FG-WI-04181730,Wind,2026-04-18 17:30,1577.15,Operational
FG-WI-04181733,Wind,2026-04-18 17:33,1618.13,Operational
FG-WI-04181736,Wind,2026-04-18 17:36,1656.15,Operational
FG-WI-04181739,Wind,2026-04-18 17:39,1701.48,Operational
FG-WI-04181742,Wind,2026-04-18 17:42,1740.81,Operational
FG-WI-04181745,Wind,2026-04-18 17:45,1811.77,Operational
FG-WI-04181748,Wind,2026-04-18 17:48,1881.32,Operational
FG-WI-04181751,Wind,2026-04-18 17:51,1949.46,Operational
FG-WI-04181754,Wind,2026-04-18 17:54,2006.96,Operational
FG-WI-04181757,Wind,2026-04-18 17:57,2075.77,Operational
FG-WI-04181800,Wind,2026-04-18 18:00,2122.59,Operational
FG-WI-04181803,Wind,2026-04-18 18:03,2185.29,Operational
FG-WI-04181806,Wind,2026-04-18 18:06,2265.94,Operational
FG-WI-04181809,Wind,2026-04-18 18:09,2343.18,Operational
FG-WI-04181812,Wind,2026-04-18 18:12,2437.45,Operational
FG-WI-04181815,Wind,2026-04-18 18:15,2411.82,Operational
FG-WI-04181818,Wind,2026-04-18 18:18,2416.15,Operational
FG-WI-04181821,Wind,2026-04-18 18:21,2448.82,Operational
FG-WI-04181824,Wind,2026-04-18 18:24,2474.33,Operational
FG-WI-04181827,Wind,2026-04-18 18:27,2507.64,Operational
FG-WI-04181830,Wind,2026-04-18 18:30,2543.65,Operational
FG-WI-04181833,Wind,2026-04-18 18:33,2587.96,Operational
FG-WI-04181836,Wind,2026-04-18 18:36,2642.63,Operational
FG-WI-04181839,Wind,2026-04-18 18:39,2695.14,Operational
FG-WI-04181842,Wind,2026-04-18 18:42,2718.65,Operational
FG-WI-04181845,Wind,2026-04-18 18:45,2716.84,Operational
FG-WI-04181848,Wind,2026-04-18 18:48,2689.0,Operational
FG-WI-04181851,Wind,2026-04-18 18:51,2726.82,Operational
FG-WI-04181854,Wind,2026-04-18 18:54,2771.98,Operational
FG-WI-04181857,Wind,2026-04-18 18:57,2829.44,Operational
FG-WI-04181900,Wind,2026-04-18 19:00,2905.74,Operational
FG-WI-04181903,Wind,2026-04-18 19:03,2999.14,Operational
FG-WI-04181906,Wind,2026-04-18 19:06,3060.82,Operational
FG-WI-04181909,Wind,2026-04-18 19:09,3100.79,Operational
FG-WI-04181912,Wind,2026-04-18 19:12,3122.99,Operational
FG-WI-04181915,Wind,2026-04-18 19:15,3146.32,Operational
FG-WI-04181918,Wind,2026-04-18 19:18,3177.16,Operational
FG-WI-04181921,Wind,2026-04-18 19:21,3179.83,Operational
FG-WI-04181924,Wind,2026-04-18 19:24,3223.97,Operational
FG-WI-04181927,Wind,2026-04-18 19:27,3239.86,Operational
FG-WI-04181930,Wind,2026-04-18 19:30,3231.17,Operational
FG-WI-04181933,Wind,2026-04-18 19:33,3236.66,Operational
FG-WI-04181936,Wind,2026-04-18 19:36,3240.32,Operational
FG-WI-04181939,Wind,2026-04-18 19:39,3282.31,Operational
FG-WI-04181942,Wind,2026-04-18 19:42,3296.99,Operational
FG-WI-04181945,Wind,2026-04-18 19:45,3320.66,Operational
FG-WI-04181948,Wind,2026-04-18 19:48,3361.48,Operational
FG-WI-04181951,Wind,2026-04-18 19:51,3400.31,Operational
FG-WI-04181954,Wind,2026-04-18 19:54,3428.15,Operational
FG-WI-04181957,Wind,2026-04-18 19:57,3442.34,Operational
FG-WI-04182000,Wind,2026-04-18 20:00,3350.34,Operational
FG-WI-04182003,Wind,2026-04-18 20:03,3362.46,Operational
FG-WI-04182006,Wind,2026-04-18 20:06,3372.84,Operational
FG-WI-04182009,Wind,2026-04-18 20:09,3373.65,Operational
FG-WI-04182012,Wind,2026-04-18 20:12,3365.0,Operational
FG-WI-04182015,Wind,2026-04-18 20:15,3362.19,Operational
FG-WI-04182018,Wind,2026-04-18 20:18,3387.66,Operational
FG-WI-04182021,Wind,2026-04-18 20:21,3418.14,Operational
FG-WI-04182024,Wind,2026-04-18 20:24,3432.32,Operational
FG-WI-04182027,Wind,2026-04-18 20:27,3427.66,Operational
FG-WI-04182030,Wind,2026-04-18 20:30,3432.18,Operational
FG-WI-04182033,Wind,2026-04-18 20:33,3418.83,Operational
FG-WI-04182036,Wind,2026-04-18 20:36,3436.64,Operational
FG-WI-04182039,Wind,2026-04-18 20:39,3453.85,Operational
FG-WI-04182042,Wind,2026-04-18 20:42,3471.93,Operational
FG-WI-04182045,Wind,2026-04-18 20:45,3475.99,Operational
FG-WI-04182048,Wind,2026-04-18 20:48,3482.82,Operational
FG-WI-04182051,Wind,2026-04-18 20:51,3485.5,Operational
FG-WI-04182054,Wind,2026-04-18 20:54,3500.82,Operational
FG-WI-04182057,Wind,2026-04-18 20:57,3502.87,Operational
FG-WI-04182100,Wind,2026-04-18 21:00,3512.16,Operational
FG-WI-04182103,Wind,2026-04-18 21:03,3524.32,Operational
FG-WI-04182106,Wind,2026-04-18 21:06,3510.87,Operational
FG-WI-04182109,Wind,2026-04-18 21:09,3509.66,Operational
FG-WI-04182112,Wind,2026-04-18 21:12,3524.32,Operational
FG-WI-04182115,Wind,2026-04-18 21:15,3539.01,Operational
FG-WI-04182118,Wind,2026-04-18 21:18,3554.49,Operational
FG-WI-04182121,Wind,2026-04-18 21:21,3575.99,Operational
FG-WI-04182124,Wind,2026-04-18 21:24,3588.82,Operational
FG-WI-04182127,Wind,2026-04-18 21:27,3586.83,Operational
FG-WI-04182130,Wind,2026-04-18 21:30,3585.8,Operational
FG-WI-04182133,Wind,2026-04-18 21:33,3593.03,Operational
FG-WI-04182136,Wind,2026-04-18 21:36,3561.83,Operational
FG-WI-04182139,Wind,2026-04-18 21:39,3556.67,Operational
FG-WI-04182142,Wind,2026-04-18 21:42,3541.56,Operational
FG-WI-04182145,Wind,2026-04-18 21:45,3485.35,Operational
FG-WI-04182148,Wind,2026-04-18 21:48,3447.02,Operational
FG-WI-04182151,Wind,2026-04-18 21:51,3412.51,Operational
FG-WI-04182154,Wind,2026-04-18 21:54,3415.68,Operational
FG-WI-04182157,Wind,2026-04-18 21:57,3452.49,Operational
FG-WI-04182200,Wind,2026-04-18 22:00,3485.64,Operational
FG-WI-04182203,Wind,2026-04-18 22:03,3496.46,Operational
FG-WI-04182206,Wind,2026-04-18 22:06,3507.17,Operational
FG-WI-04182209,Wind,2026-04-18 22:09,3533.0,Operational
FG-WI-04182212,Wind,2026-04-18 22:12,3661.38,Operational
FG-WI-04182215,Wind,2026-04-18 22:15,3867.82,Operational
FG-WI-04182218,Wind,2026-04-18 22:18,4032.74,Operational
FG-WI-04182221,Wind,2026-04-18 22:21,4074.5,Operational
FG-WI-04182224,Wind,2026-04-18 22:24,4047.18,Operational
FG-WI-04182227,Wind,2026-04-18 22:27,3982.34,Operational
FG-WI-04182230,Wind,2026-04-18 22:30,3757.63,Operational
FG-WI-04182233,Wind,2026-04-18 22:33,3561.9,Operational
FG-WI-04182236,Wind,2026-04-18 22:36,3505.65,Operational
FG-WI-04182239,Wind,2026-04-18 22:39,3501.67,Operational
FG-WI-04182242,Wind,2026-04-18 22:42,3538.3,Operational
FG-WI-04182245,Wind,2026-04-18 22:45,3566.97,Operational
FG-WI-04182248,Wind,2026-04-18 22:48,3657.78,Operational
FG-WI-04182251,Wind,2026-04-18 22:51,3661.89,Operational
FG-WI-04182254,Wind,2026-04-18 22:54,3653.68,Operational
FG-WI-04182257,Wind,2026-04-18 22:57,3662.49,Operational
FG-WI-04182300,Wind,2026-04-18 23:00,3665.37,Operational
FG-WI-04182303,Wind,2026-04-18 23:03,3661.15,Operational
FG-WI-04182306,Wind,2026-04-18 23:06,3667.18,Operational
FG-WI-04182309,Wind,2026-04-18 23:09,3632.35,Operational
FG-WI-04182312,Wind,2026-04-18 23:12,3593.86,Operational
FG-WI-04182315,Wind,2026-04-18 23:15,3530.4,Operational
FG-WI-04182318,Wind,2026-04-18 23:18,3464.35,Operational
FG-WI-04182321,Wind,2026-04-18 23:21,3411.69,Operational
FG-WI-04182324,Wind,2026-04-18 23:24,3379.18,Operational
FG-WI-04182327,Wind,2026-04-18 23:27,3363.82,Operational
FG-WI-04182330,Wind,2026-04-18 23:30,3383.66,Operational
FG-WI-04182333,Wind,2026-04-18 23:33,3451.29,Operational
FG-WI-04182336,Wind,2026-04-18 23:36,3495.0,Operational
FG-WI-04182339,Wind,2026-04-18 23:39,3482.2,Operational
FG-WI-04182342,Wind,2026-04-18 23:42,3456.68,Operational
FG-WI-04182345,Wind,2026-04-18 23:45,3419.35,Operational
FG-WI-04182348,Wind,2026-04-18 23:48,3355.76,Operational
FG-WI-04182351,Wind,2026-04-18 23:51,3316.85,Operational
FG-WI-04182354,Wind,2026-04-18 23:54,3309.18,Operational
FG-WI-04182357,Wind,2026-04-18 23:57,3296.18,Operational
FG-WI-04190000,Wind,2026-04-19 00:00,3256.87,Operational
FG-WI-04190003,Wind,2026-04-19 00:03,3210.51,Operational
FG-WI-04190006,Wind,2026-04-19 00:06,3185.35,Operational
FG-WI-04190009,Wind,2026-04-19 00:09,3159.52,Operational
FG-WI-04190012,Wind,2026-04-19 00:12,3147.86,Operational
FG-WI-04190015,Wind,2026-04-19 00:15,3106.36,Operational
FG-WI-04190018,Wind,2026-04-19 00:18,3081.83,Operational
FG-WI-04190021,Wind,2026-04-19 00:21,3063.51,Operational
FG-WI-04190024,Wind,2026-04-19 00:24,3051.34,Operational
FG-WI-04190027,Wind,2026-04-19 00:27,3036.33,Operational
FG-WI-04190030,Wind,2026-04-19 00:30,2979.34,Operational
FG-WI-04190033,Wind,2026-04-19 00:33,2961.97,Operational
FG-WI-04190036,Wind,2026-04-19 00:36,2963.99,Operational
FG-WI-04190039,Wind,2026-04-19 00:39,2961.96,Operational
FG-WI-04190042,Wind,2026-04-19 00:42,2958.5,Operational
FG-WI-04190045,Wind,2026-04-19 00:45,2949.16,Operational
FG-WI-04190048,Wind,2026-04-19 00:48,2977.32,Operational
FG-WI-04190051,Wind,2026-04-19 00:51,2978.0,Operational
FG-WI-04190054,Wind,2026-04-19 00:54,2967.67,Operational
FG-WI-04190057,Wind,2026-04-19 00:57,2972.67,Operational
FG-WI-04190100,Wind,2026-04-19 01:00,3003.82,Operational
FG-WI-04190103,Wind,2026-04-19 01:03,3032.24,Operational
FG-WI-04190106,Wind,2026-04-19 01:06,3097.16,Operational
FG-WI-04190109,Wind,2026-04-19 01:09,3110.99,Operational
FG-WI-04190112,Wind,2026-04-19 01:12,3089.53,Operational
FG-WI-04190115,Wind,2026-04-19 01:15,3038.81,Operational
FG-WI-04190118,Wind,2026-04-19 01:18,3073.88,Operational
FG-WI-04190121,Wind,2026-04-19 01:21,3014.22,Operational
FG-WI-04190124,Wind,2026-04-19 01:24,2998.34,Operational
FG-WI-04190127,Wind,2026-04-19 01:27,2985.68,Operational
FG-WI-04190130,Wind,2026-04-19 01:30,2960.17,Operational
FG-WI-04190133,Wind,2026-04-19 01:33,2868.36,Operational
FG-WI-04190136,Wind,2026-04-19 01:36,2846.19,Operational
FG-WI-04190139,Wind,2026-04-19 01:39,2822.18,Operational
FG-WI-04190142,Wind,2026-04-19 01:42,2811.34,Operational
FG-WI-04190145,Wind,2026-04-19 01:45,2810.34,Operational
FG-WI-04190148,Wind,2026-04-19 01:48,2774.68,Operational
FG-WI-04190151,Wind,2026-04-19 01:51,2744.84,Operational
FG-WI-04190154,Wind,2026-04-19 01:54,2706.38,Operational
FG-WI-04190157,Wind,2026-04-19 01:57,2672.35,Operational
FG-WI-04190200,Wind,2026-04-19 02:00,2648.34,Operational
FG-WI-04190203,Wind,2026-04-19 02:03,2656.99,Operational
FG-WI-04190206,Wind,2026-04-19 02:06,2657.53,Operational
FG-WI-04190209,Wind,2026-04-19 02:09,2613.84,Operational
FG-WI-04190212,Wind,2026-04-19 02:12,2590.19,Operational
FG-WI-04190215,Wind,2026-04-19 02:15,2570.36,Operational
FG-WI-04190218,Wind,2026-04-19 02:18,2554.51,Operational
FG-WI-04190221,Wind,2026-04-19 02:21,2537.56,Operational
FG-WI-04190224,Wind,2026-04-19 02:24,2506.52,Operational
FG-WI-04190227,Wind,2026-04-19 02:27,2502.31,Operational
FG-WI-04190230,Wind,2026-04-19 02:30,2532.8,Operational
FG-WI-04190233,Wind,2026-04-19 02:33,2585.49,Operational
FG-WI-04190236,Wind,2026-04-19 02:36,2617.81,Operational
FG-WI-04190239,Wind,2026-04-19 02:39,2606.53,Operational
FG-WI-04190242,Wind,2026-04-19 02:42,2583.71,Operational
FG-WI-04190245,Wind,2026-04-19 02:45,2551.34,Operational
FG-WI-04190248,Wind,2026-04-19 02:48,2567.67,Operational
FG-WI-04190251,Wind,2026-04-19 02:51,2559.52,Operational
FG-WI-04190254,Wind,2026-04-19 02:54,2541.18,Operational
FG-WI-04190257,Wind,2026-04-19 02:57,2499.19,Operational
FG-WI-04190300,Wind,2026-04-19 03:00,2446.56,Operational
FG-WI-04190303,Wind,2026-04-19 03:03,2374.22,Operational
FG-WI-04190306,Wind,2026-04-19 03:06,2354.17,Operational
FG-WI-04190309,Wind,2026-04-19 03:09,2350.65,Operational
FG-WI-04190312,Wind,2026-04-19 03:12,2332.67,Operational
FG-WI-04190315,Wind,2026-04-19 03:15,2327.21,Operational
FG-WI-04190318,Wind,2026-04-19 03:18,2323.67,Operational
FG-WI-04190321,Wind,2026-04-19 03:21,2312.85,Operational
FG-WI-04190324,Wind,2026-04-19 03:24,2296.01,Operational
FG-WI-04190327,Wind,2026-04-19 03:27,2292.48,Operational
FG-WI-04190330,Wind,2026-04-19 03:30,2284.01,Operational
FG-WI-04190333,Wind,2026-04-19 03:33,2280.33,Operational
FG-WI-04190336,Wind,2026-04-19 03:36,2284.84,Operational
FG-WI-04190339,Wind,2026-04-19 03:39,2251.51,Operational
FG-WI-04190342,Wind,2026-04-19 03:42,2226.68,Operational
FG-WI-04190345,Wind,2026-04-19 03:45,2209.98,Operational
FG-WI-04190348,Wind,2026-04-19 03:48,2188.88,Operational
FG-WI-04190351,Wind,2026-04-19 03:51,2148.01,Operational
FG-WI-04190354,Wind,2026-04-19 03:54,2138.84,Operational
FG-WI-04190357,Wind,2026-04-19 03:57,2105.54,Operational
FG-WI-04190400,Wind,2026-04-19 04:00,2070.68,Operational
FG-WI-04190403,Wind,2026-04-19 04:03,2020.01,Operational
FG-WI-04190406,Wind,2026-04-19 04:06,1995.51,Operational
FG-WI-04190409,Wind,2026-04-19 04:09,1945.66,Operational
FG-WI-04190412,Wind,2026-04-19 04:12,1892.68,Operational
FG-WI-04190415,Wind,2026-04-19 04:15,1864.85,Operational
FG-WI-04190418,Wind,2026-04-19 04:18,1831.52,Operational
FG-WI-04190421,Wind,2026-04-19 04:21,1786.69,Operational
FG-WI-04190424,Wind,2026-04-19 04:24,1742.69,Operational
FG-WI-04190427,Wind,2026-04-19 04:27,1699.69,Operational
FG-WI-04190430,Wind,2026-04-19 04:30,1655.33,Operational
FG-WI-04190433,Wind,2026-04-19 04:33,1672.67,Operational
FG-WI-04190436,Wind,2026-04-19 04:36,1692.54,Operational
FG-WI-04190439,Wind,2026-04-19 04:39,1627.53,Operational
FG-WI-04190442,Wind,2026-04-19 04:42,1566.86,Operational
FG-WI-04190445,Wind,2026-04-19 04:45,1486.9,Operational
FG-WI-04190448,Wind,2026-04-19 04:48,1409.21,Operational
FG-WI-04190451,Wind,2026-04-19 04:51,1353.38,Operational
FG-WI-04190454,Wind,2026-04-19 04:54,1296.53,Operational
FG-WI-04190457,Wind,2026-04-19 04:57,1239.88,Operational
FG-WI-04190500,Wind,2026-04-19 05:00,1155.55,Operational
FG-WI-04190503,Wind,2026-04-19 05:03,1046.71,Operational
FG-WI-04190506,Wind,2026-04-19 05:06,981.707,Operational
FG-WI-04190509,Wind,2026-04-19 05:09,915.707,Operational
FG-WI-04190512,Wind,2026-04-19 05:12,862.694,Operational
FG-WI-04190515,Wind,2026-04-19 05:15,813.356,Operational
FG-WI-04190518,Wind,2026-04-19 05:18,802.673,Operational
FG-WI-04190521,Wind,2026-04-19 05:21,777.545,Operational
FG-WI-04190524,Wind,2026-04-19 05:24,719.197,Operational
FG-WI-04190527,Wind,2026-04-19 05:27,672.208,Operational
FG-WI-04190530,Wind,2026-04-19 05:30,617.898,Operational
FG-WI-04190533,Wind,2026-04-19 05:33,546.028,Operational
FG-WI-04190536,Wind,2026-04-19 05:36,505.86,Operational
FG-WI-04190539,Wind,2026-04-19 05:39,460.882,Operational
FG-WI-04190542,Wind,2026-04-19 05:42,422.539,Operational
FG-WI-04190545,Wind,2026-04-19 05:45,387.342,Operational
FG-WI-04190548,Wind,2026-04-19 05:48,351.021,Operational
FG-WI-04190551,Wind,2026-04-19 05:51,327.347,Operational
FG-WI-04190554,Wind,2026-04-19 05:54,299.86,Operational
FG-WI-04190557,Wind,2026-04-19 05:57,276.84,Operational
FG-WI-04190600,Wind,2026-04-19 06:00,259.009,Operational
FG-WI-04190603,Wind,2026-04-19 06:03,248.177,Operational
FG-WI-04190606,Wind,2026-04-19 06:06,236.002,Operational
FG-WI-04190609,Wind,2026-04-19 06:09,224.346,Operational
FG-WI-04190612,Wind,2026-04-19 06:12,211.338,Operational
FG-WI-04190615,Wind,2026-04-19 06:15,211.836,Operational
FG-WI-04190618,Wind,2026-04-19 06:18,207.342,Operational
FG-WI-04190621,Wind,2026-04-19 06:21,199.506,Operational
FG-WI-04190624,Wind,2026-04-19 06:24,194.335,Operational
FG-WI-04190627,Wind,2026-04-19 06:27,190.163,Operational
FG-WI-04190630,Wind,2026-04-19 06:30,195.999,Operational
FG-WI-04190633,Wind,2026-04-19 06:33,199.995,Operational
FG-WI-04190636,Wind,2026-04-19 06:36,205.661,Operational
FG-WI-04190639,Wind,2026-04-19 06:39,216.82,Operational
FG-WI-04190642,Wind,2026-04-19 06:42,213.346,Operational
FG-WI-04190645,Wind,2026-04-19 06:45,209.996,Operational
FG-WI-04190648,Wind,2026-04-19 06:48,217.331,Operational
FG-WI-04190651,Wind,2026-04-19 06:51,220.833,Operational
FG-WI-04190654,Wind,2026-04-19 06:54,227.666,Operational
FG-WI-04190657,Wind,2026-04-19 06:57,220.504,Operational
FG-WI-04190700,Wind,2026-04-19 07:00,229.33,Operational
FG-WI-04190703,Wind,2026-04-19 07:03,230.833,Operational
FG-WI-04190706,Wind,2026-04-19 07:06,235.831,Operational
FG-WI-04190709,Wind,2026-04-19 07:09,241.676,Operational
FG-WI-04190712,Wind,2026-04-19 07:12,238.835,Operational
FG-WI-04190715,Wind,2026-04-19 07:15,242.177,Operational
FG-WI-04190718,Wind,2026-04-19 07:18,240.488,Operational
FG-WI-04190721,Wind,2026-04-19 07:21,240.169,Operational
FG-WI-04190724,Wind,2026-04-19 07:24,236.834,Operational
FG-WI-04190727,Wind,2026-04-19 07:27,237.331,Operational
FG-WI-04190730,Wind,2026-04-19 07:30,238.165,Operational
FG-WI-04190733,Wind,2026-04-19 07:33,235.509,Operational
FG-WI-04190736,Wind,2026-04-19 07:36,242.664,Operational
FG-WI-04190739,Wind,2026-04-19 07:39,240.848,Operational
FG-WI-04190742,Wind,2026-04-19 07:42,235.835,Operational
FG-WI-04190745,Wind,2026-04-19 07:45,236.002,Operational
FG-WI-04190748,Wind,2026-04-19 07:48,233.996,Operational
FG-WI-04190751,Wind,2026-04-19 07:51,236.998,Operational
FG-WI-04190754,Wind,2026-04-19 07:54,232.675,Operational
FG-WI-04190757,Wind,2026-04-19 07:57,237.667,Operational
FG-WI-04190800,Wind,2026-04-19 08:00,227.836,Operational
FG-WI-04190803,Wind,2026-04-19 08:03,217.001,Operational
FG-WI-04190806,Wind,2026-04-19 08:06,222.336,Operational
FG-WI-04190809,Wind,2026-04-19 08:09,216.337,Operational
FG-WI-04190812,Wind,2026-04-19 08:12,214.01,Operational
FG-WI-04190815,Wind,2026-04-19 08:15,200.837,Operational
FG-WI-04190818,Wind,2026-04-19 08:18,203.677,Operational
FG-WI-04190821,Wind,2026-04-19 08:21,200.837,Operational
FG-WI-04190824,Wind,2026-04-19 08:24,195.009,Operational
FG-WI-04190827,Wind,2026-04-19 08:27,189.003,Operational
FG-WI-04190830,Wind,2026-04-19 08:30,173.837,Operational
FG-WI-04190833,Wind,2026-04-19 08:33,175.993,Operational
FG-WI-04190836,Wind,2026-04-19 08:36,176.176,Operational
FG-WI-04190839,Wind,2026-04-19 08:39,179.831,Operational
FG-WI-04190842,Wind,2026-04-19 08:42,186.994,Operational
FG-WI-04190845,Wind,2026-04-19 08:45,179.012,Operational
FG-WI-04190848,Wind,2026-04-19 08:48,175.834,Operational
FG-WI-04190851,Wind,2026-04-19 08:51,174.999,Operational
FG-WI-04190854,Wind,2026-04-19 08:54,175.831,Operational
FG-WI-04190857,Wind,2026-04-19 08:57,173.338,Operational
FG-WI-04190900,Wind,2026-04-19 09:00,171.831,Operational
FG-WI-04190903,Wind,2026-04-19 09:03,162.006,Operational
FG-WI-04190906,Wind,2026-04-19 09:06,157.0,Operational
FG-WI-04190909,Wind,2026-04-19 09:09,160.67,Operational
FG-WI-04190912,Wind,2026-04-19 09:12,149.508,Operational
FG-WI-04190915,Wind,2026-04-19 09:15,150.482,Operational
FG-WI-04190918,Wind,2026-04-19 09:18,148.836,Operational
FG-WI-04190921,Wind,2026-04-19 09:21,152.831,Operational
FG-WI-04190924,Wind,2026-04-19 09:24,151.001,Operational
FG-WI-04190927,Wind,2026-04-19 09:27,150.011,Operational
FG-WI-04190930,Wind,2026-04-19 09:30,138.006,Operational
FG-WI-04190933,Wind,2026-04-19 09:33,137.83,Operational
FG-WI-04190936,Wind,2026-04-19 09:36,142.164,Operational
FG-WI-04190939,Wind,2026-04-19 09:39,144.331,Operational
FG-WI-04190942,Wind,2026-04-19 09:42,142.342,Operational
FG-WI-04190945,Wind,2026-04-19 09:45,136.836,Operational
FG-WI-04190948,Wind,2026-04-19 09:48,137.327,Operational
FG-WI-04190951,Wind,2026-04-19 09:51,138.499,Operational
FG-WI-04190954,Wind,2026-04-19 09:54,133.835,Operational
FG-WI-04190957,Wind,2026-04-19 09:57,141.343,Operational
FG-WI-04191000,Wind,2026-04-19 10:00,138.167,Operational
FG-WI-04191003,Wind,2026-04-19 10:03,141.667,Operational
FG-WI-04191006,Wind,2026-04-19 10:06,144.83,Operational
FG-WI-04191009,Wind,2026-04-19 10:09,139.002,Operational
FG-WI-04191012,Wind,2026-04-19 10:12,134.505,Operational
FG-WI-04191015,Wind,2026-04-19 10:15,138.662,Operational
FG-WI-04191018,Wind,2026-04-19 10:18,147.501,Operational
FG-WI-04191021,Wind,2026-04-19 10:21,147.99,Operational
FG-WI-04191024,Wind,2026-04-19 10:24,146.356,Operational
FG-WI-04191027,Wind,2026-04-19 10:27,149.008,Operational
FG-WI-04191030,Wind,2026-04-19 10:30,161.831,Operational
FG-WI-04191033,Wind,2026-04-19 10:33,152.673,Operational
FG-WI-04191036,Wind,2026-04-19 10:36,139.163,Operational
FG-WI-04191039,Wind,2026-04-19 10:39,135.506,Operational
FG-WI-04191042,Wind,2026-04-19 10:42,137.332,Operational
FG-WI-04191045,Wind,2026-04-19 10:45,141.671,Operational
FG-WI-04191048,Wind,2026-04-19 10:48,145.659,Operational
FG-WI-04191051,Wind,2026-04-19 10:51,159.662,Operational
FG-WI-04191054,Wind,2026-04-19 10:54,159.679,Operational
FG-WI-04191057,Wind,2026-04-19 10:57,155.995,Operational
FG-WI-04191100,Wind,2026-04-19 11:00,168.833,Operational
FG-WI-04191103,Wind,2026-04-19 11:03,170.49,Operational
FG-WI-04191106,Wind,2026-04-19 11:06,173.657,Operational
FG-WI-04191109,Wind,2026-04-19 11:09,177.309,Operational
FG-WI-04191112,Wind,2026-04-19 11:12,184.655,Operational
FG-WI-04191115,Wind,2026-04-19 11:15,193.148,Operational
